Date,Open,High,Low,Close,Adj Close,Volume
12/13/2021,147.7814941,147.97000122070312,145.5175018310547,145.82650756835938,145.82650756835938,27070000
12/14/2021,143.96800231933594,144.47999572753906,141.21499633789062,143.90699768066406,143.90699768066406,38446000
12/15/2021,143.40899658203125,146.7209930419922,141.67799377441406,146.4409942626953,146.4409942626953,36370000
12/16/2021,147.17050170898438,147.677002,143.60699462890625,144.44500732421875,144.44500732421875,33650000
12/17/2021,142.5,143.83450317382812,141.3000030517578,141.72500610351562,141.72500610351562,50416000
12/20/2021,140,141.77450561523438,139.3209991455078,141.60699462890625,141.60699462890625,27192000
12/21/2021,142.05349731445312,143.86900329589844,140.50250244140625,143.47250366210938,143.47250366210938,28756000
12/22/2021,143.0675048828125,146.5,143.0675048828125,146.4149932861328,146.4149932861328,26322000
12/23/2021,146.5,148.24349975585938,146.45199584960938,146.9165039,146.9165039,26384000
12/27/2021,147.25599670410156,148.3439941,147.16949462890625,147.9064941,147.9064941,15976000
12/28/2021,148.23599243164062,148.2989959716797,146.05450439453125,146.68699645996094,146.68699645996094,18200000
12/29/2021,146.64450073242188,147.41700744628906,145.6475067138672,146.65499877929688,146.65499877929688,17788000
12/30/2021,146.69400024414062,147.3000030517578,145.9945068359375,146.20050048828125,146.20050048828125,15688000
12/31/2021,146.0500030517578,146.69850158691406,144.8520050048828,144.8520050048828,144.8520050048828,18136000
1/3/2022,145.05499267578125,145.8509979248047,143.71299743652344,144.9915008544922,144.9915008544922,28646000
1/4/2022,145.3959961,146.48500061035156,143.7165069580078,144.39950561523438,144.39950561523438,28400000
1/5/2022,144.4199981689453,144.49949645996094,137.68800354003906,137.77499389648438,137.77499389648438,54618000
1/6/2022,136.99850463867188,139.94000244140625,136.55850219726562,137.74749755859375,137.74749755859375,37348000
1/7/2022,138.14549255371094,138.44850158691406,135.76649475097656,137.01699829101562,137.01699829101562,29760000
1/10/2022,135.0780029296875,138.8195037841797,133.1645050048828,138.66949462890625,138.66949462890625,44408000
1/11/2022,138.0070037841797,140.21600341796875,136.6925048828125,139.73599243164062,139.73599243164062,28730000
1/12/2022,141.14999389648438,142.60800170898438,140.6945037841797,141.4304962158203,141.4304962158203,26108000
1/13/2022,141.5399932861328,142.85000610351562,138.40899658203125,138.58700561523438,138.58700561523438,31436000
1/14/2022,137.07899475097656,140.74200439453125,136.99850463867188,139.48049926757812,139.48049926757812,29662000
1/18/2022,136.1750030517578,137.13150024414062,135.43850708007812,135.9980010986328,135.9980010986328,34872000
1/19/2022,136.52349853515625,137.95950317382812,135.0155029296875,135.1165008544922,135.1165008544922,28648000
1/20/2022,136.25,137.62600708007812,132.96449279785156,133.3074951171875,133.3074951171875,29908000
1/21/2022,132.5935059,134.86549377441406,130.0865020751953,130.35150146484375,130.35150146484375,55652000
1/24/2022,125.97799682617188,131.2030029296875,124.5,130.8040008544922,130.8040008544922,76622000
1/25/2022,128.74000549316406,129.3990020751953,126.50050354003906,126.93499755859375,126.93499755859375,46960000
1/26/2022,131.11900329589844,133,127.14199829101562,129.23300170898438,129.23300170898438,49130000
1/27/2022,131.3040008544922,132.65249633789062,128.9324951171875,129.0050048828125,129.0050048828125,31950000
1/28/2022,129.65899658203125,133.35650634765625,128.48500061035156,133.3509979248047,133.3509979248047,34362000
1/31/2022,134.16200256347656,135.47300720214844,132.20950317382812,135.30349731445312,135.30349731445312,39986000
2/1/2022,137.59449768066406,137.79299926757812,134.36849975585938,137.6439971923828,137.6439971923828,68644000
2/2/2022,151.25,151.54649353027344,145.5225067138672,148,148,123200000
2/3/2022,145.70550537109375,149.6750030517578,142.66549682617188,143.08999633789062,143.08999633789062,71518000
2/4/2022,143.4445037841797,144.875,140.51499938964844,143.29299926757812,143.29299926757812,57998000
2/7/2022,144.25,144.25,138.89999389648438,139.2010040283203,139.2010040283203,54974000
2/8/2022,139.02650451660156,140,137.01400756835938,139.3990020751953,139.3990020751953,54284000
2/9/2022,140.9635009765625,142.52450561523438,140.18699645996094,141.5919952392578,141.5919952392578,40144000
2/10/2022,139.70350646972656,141.4844970703125,137.95700073242188,138.6199951171875,138.6199951171875,39330000
2/11/2022,138.60000610351562,139.1564941,133.39999389648438,134.28250122070312,134.28250122070312,39958000
2/14/2022,133.25650024414062,136.3000030517578,133.25650024414062,135.5260009765625,135.5260009765625,34302000
2/15/2022,137.57049560546875,138.10850524902344,135.82150268554688,136.60850524902344,136.60850524902344,26680000
2/16/2022,136.64649963378906,138.08599853515625,134.9239959716797,137.73800659179688,137.73800659179688,25022000
2/17/2022,136.2429962158203,137.11349487304688,132.47850036621094,132.53900146484375,132.53900146484375,38950000
2/18/2022,133.4669952392578,134.07000732421875,130.19650268554688,130.4029998779297,130.4029998779297,45620000
2/22/2022,129.83799743652344,132.1804962158203,128.22349548339844,129.81350708007812,129.81350708007812,44990000
2/23/2022,131.64849853515625,132.05099487304688,127.52749633789062,127.58799743652344,127.58799743652344,32786000
2/24/2022,124.95349884033203,133,124.95349884033203,132.6909942626953,132.6909942626953,54456000
2/25/2022,133.552002,135.27149963378906,131.75149536132812,134.45950317382812,134.45950317382812,36406000
2/28/2022,133.0500030517578,135.75149536132812,132.59249877929688,135.0570068359375,135.0570068359375,38864000
3/1/2022,134.8784942626953,136.2554931640625,133.2185059,134.06149291992188,134.06149291992188,26496000
3/2/2022,134.6280059814453,135.2624969482422,133.07150268554688,134.57150268554688,134.57150268554688,23520000
3/3/2022,136.00999450683594,136.4394989013672,133.02549743652344,133.89950561523438,133.89950561523438,24604000
3/4/2022,132.92750549316406,133.85150146484375,130.33749389648438,131.9064941,131.9064941,30430000
3/7/2022,131.48800659179688,131.73500061035156,126.29499816894531,126.37850189208984,126.37850189208984,45112000
3/8/2022,126.25,131.25,125.67449951171875,127.10449981689453,127.10449981689453,40428000
3/9/2022,131.25,133.73550415039062,129.90049743652344,133.4199981689453,133.4199981689453,37026000
3/10/2022,131.26600646972656,133.27200317382812,130.91250610351562,132.42950439453125,132.42950439453125,27102000
3/11/2022,133.48849487304688,133.79550170898438,129.63150024414062,129.87049865722656,129.87049865722656,31526000
3/14/2022,130.25,130.40899658203125,125.2750015258789,125.95099639892578,125.95099639892578,38812000
3/15/2022,126.97599792480469,129.85450744628906,125.72049713134766,129.197998,129.197998,30920000
3/16/2022,130.73300170898438,133.33299255371094,128.7344970703125,133.28050231933594,133.28050231933594,35576000
3/17/2022,133.1490020751953,134.08050537109375,132.18499755859375,133.83900451660156,133.83900451660156,28264000
3/18/2022,133.42449951171875,136.24400329589844,132.2584991455078,136.12550354003906,136.12550354003906,44566000
3/21/2022,136.1634979248047,137.0500030517578,134.09249877929688,136.10150146484375,136.10150146484375,26832000
3/22/2022,136.10150146484375,141.0500030517578,136.10150146484375,139.8679962158203,139.8679962158203,35496000
3/23/2022,138.70249938964844,139.5885009765625,137.8350067138672,138.27549743652344,138.27549743652344,25154000
3/24/2022,139.1999969482422,141.61900329589844,137.75050354003906,141.57200622558594,141.57200622558594,26396000
3/25/2022,141.91600036621094,142.03500366210938,139.7375030517578,141.67300415039062,141.67300415039062,24126000
3/28/2022,140.90049743652344,142.00250244140625,139.81149291992188,141.45550537109375,141.45550537109375,35050000
3/29/2022,142.6475067138672,143.7935028076172,142.0384979248047,142.5054931640625,142.5054931640625,34318000
3/30/2022,142.4600067138672,142.7205047607422,141.60000610351562,141.93850708007812,141.93850708007812,19884000
3/31/2022,142.05299377441406,142.10800170898438,139.02450561523438,139.0675048828125,139.0675048828125,37524000
4/1/2022,139.5,140.4709930419922,138.3074951171875,140.15049743652344,140.15049743652344,25942000
4/4/2022,140.35850524902344,143.71200561523438,140.3105010986328,142.97149658203125,142.97149658203125,25942000
4/5/2022,142.86900329589844,142.99049377441406,140.38250732421875,140.59100341796875,140.59100341796875,21418000
4/6/2022,138.75,139.36050415039062,135.51699829101562,136.54800415039062,136.54800415039062,32468000
4/7/2022,136.00999450683594,137.1645050048828,134.2274932861328,135.8885040283203,135.8885040283203,26234000
4/8/2022,135.5834961,135.6699981689453,132.9654998779297,133.28750610351562,133.28750610351562,25142000
4/11/2022,131.82350158691406,132.09249877929688,128.6685028076172,128.82350158691406,128.82350158691406,36884000
4/12/2022,131.60000610351562,131.60000610351562,126.78900146484375,127.7145004272461,127.7145004272461,32710000
4/13/2022,128,130.33399963378906,127.74099731445312,129.8939971923828,129.8939971923828,27928000
4/14/2022,130.47950744628906,130.47950744628906,126.60099792480469,126.7300033569336,126.7300033569336,31598000
4/18/2022,127,128.21249389648438,126.18199920654297,127.67649841308594,127.67649841308594,20808000
4/19/2022,127.69149780273438,130.33299255371094,126.99949645996094,130.00900268554688,130.00900268554688,26490000
4/20/2022,130.89199829101562,131.3990020751953,127.5,128.0399932861328,128.0399932861328,31696000
4/21/2022,129.25,130.09849548339844,124.52649688720703,124.81449890136719,124.81449890136719,36446000
4/22/2022,125,125.4020004272461,118.92500305175781,119.635498,119.635498,56884000
4/25/2022,119.10099792480469,123.27749633789062,118.51100158691406,123.0739974975586,123.0739974975586,46128000
4/26/2022,122.29450225830078,122.51000213623047,118.51100158691406,118.6500015258789,118.6500015258789,73054000
4/27/2022,114.46949768066406,117.24199676513672,112.73650360107422,114.29450225830078,114.29450225830078,91820000
4/28/2022,116.41500091552734,119.64949798583984,114.11499786376953,118.52249908447266,118.52249908447266,48884000
4/29/2022,116.7344970703125,117.91999816894531,113.81449890136719,114.1094970703125,114.1094970703125,42676000
5/2/2022,113.40499877929688,116.74549865722656,112.5999984741211,116.58300018310547,116.58300018310547,35534000
5/3/2022,116.43049621582031,118.44200134277344,116.03450012207031,117.33399963378906,117.33399963378906,24968000
5/4/2022,117.03150177001953,122.85449981689453,115.11599731445312,122.26100158691406,122.26100158691406,49916000
5/5/2022,120.2040023803711,121.03900146484375,115.00550079345703,116.50550079345703,116.50550079345703,45840000
5/6/2022,115.18450164794922,117.57150268554688,114.0155029296875,115.74649810791016,115.74649810791016,39710000
5/9/2022,113.25,115.0770034790039,112.00050354003906,112.51100158691406,112.51100158691406,40802000
5/10/2022,115.50749969482422,116.25,112.90049743652344,114.3949966430664,114.3949966430664,39900000
5/11/2022,113.23650360107422,116.364502,113.23650360107422,113.60250091552734,113.60250091552734,37534000
5/12/2022,111.37750244140625,114.29499816894531,109.82450103759766,112.84400177001953,112.84400177001953,53836000
5/13/2022,114.53299713134766,117.875,113.6050033569336,116.05049896240234,116.05049896240234,35038000
5/16/2022,114.95549774169922,116.16999816894531,113.8895034790039,114.44499969482422,114.44499969482422,25990000
5/17/2022,116.84049987792969,116.9000015258789,114.87000274658203,116.4729995727539,116.4729995727539,23054000
5/18/2022,115,115.4000015258789,111.55549621582031,111.89949798583984,111.89949798583984,35126000
5/19/2022,111.43150329589844,113.01000213623047,110,110.38400268554688,110.38400268554688,34144000
5/20/2022,111.95099639892578,112.18350219726562,105.79650115966797,108.90799713134766,108.90799713134766,48962000
5/23/2022,109.5875015258789,112.14749908447266,108.74099731445312,111.48799896240234,111.48799896240234,37184000
5/24/2022,105.77200317382812,106.45850372314453,101.8844985961914,105.97000122070312,105.97000122070312,76780000
5/25/2022,104.9854965209961,106.5,103.85649871826172,105.80500030517578,105.80500030517578,40258000
5/26/2022,105.677002,108.64949798583984,105.2249984741211,107.7925033569336,107.7925033569336,37948000
5/27/2022,109.48300170898438,112.31800079345703,109.13849639892578,112.31649780273438,112.31649780273438,37914000
5/31/2022,112.74649810791016,115.73500061035156,112.07849884033203,113.76200103759766,113.76200103759766,50012000
6/1/2022,114.8550033569336,117.10150146484375,113.25,113.89199829101562,113.89199829101562,36606000
6/2/2022,114,117.89949798583984,112.94650268554688,117.62249755859375,117.62249755859375,37992000
6/3/2022,116.0625,116.32150268554688,113.51850128173828,114.54100036621094,114.54100036621094,26136000
6/6/2022,116.70449829101562,119.34700012207031,116.16400146484375,116.82050323486328,116.82050323486328,33542000
6/7/2022,115.48049926757812,117.69100189208984,115.052002,117.14949798583984,117.14949798583984,31590000
6/8/2022,116.7614974975586,118.57050323486328,116.5999984741211,117.19400024414062,117.19400024414062,26108000
6/9/2022,116.32749938964844,118.29900360107422,114.7760009765625,114.83550262451172,114.83550262451172,25798000
6/10/2022,112.44499969482422,113.27899932861328,110.36599731445312,111.1614990234375,111.1614990234375,41452000
6/13/2022,106.7864990234375,108.79149627685547,106.11900329589844,106.39250183105469,106.39250183105469,47252000
6/14/2022,106.53500366210938,107.92449951171875,105.80000305175781,106.71549987792969,106.71549987792969,33706000
6/15/2022,108.54499816894531,111.42350006103516,107.66950225830078,109.7645034790039,109.7645034790039,39698000
6/16/2022,107.22100067138672,108.64849853515625,105.13800048828125,106.03350067138672,106.03350067138672,51684000
6/17/2022,106.03350067138672,108.69950103759766,105.0459976196289,107.14350128173828,107.14350128173828,51376000
6/21/2022,108.92949676513672,112.489502,108.5999984741211,111.54399871826172,111.54399871826172,47416000
6/22/2022,110.55650329589844,113.34649658203125,110.38249969482422,111.48750305175781,111.48750305175781,30774000
